Result,surface,best_of,w_heightdiff,w_agediff,w_acediff,w_dfdiff,%w_1stIndiff,%w_1stwondiff,%w_2ndwondiff,w_rankdiff,w_rankpointsdiff
0,1,3,11,4.60506502,4,-6,0.138755981,-0.078525641,0.2,158,-1535
0,1,3,0,-0.55578371,1,6,-0.095969946,0.114571746,0.073684211,-152,918
0,2,3,-15,1.04859686,-1,4,0.009230769,-0.057236842,-0.041666667,11,-2125
0,2,3,5,-7.67145791,0,0,0.138833308,0.022727272,-0.133433284,-70,3254
1,2,3,18,4.58042436,-1,2,-0.106808511,-0.24941725,-0.240896358,77,-1255
1,2,3,5,-3.24161533,0,-4,-0.052866716,-0.072463768,0.044507576,-37,336
0,2,3,-11,-3.08008213,-5,0,0.237824162,0.021193093,0.051136364,-38,1030
0,2,3,13,-5.79329227,2,-2,-0.000794191,-0.06476846,0.007168459,-53,200
0,2,3,-3,-3.00616017,-5,0,0.036672326,-0.124378109,0.071428571,-1,10
1,2,3,-10,3.95345654,-1,1,-0.123716154,-0.135862913,0.016666667,42,-173
0,2,3,-10,1.80150582,-2,3,0.009791921,0.088859416,0.142857143,105,-627
1,2,3,-8,-3.1266256,-1,-1,0.187229437,-0.15453639,-0.21125,-8,90
1,1,3,-13,-7.48802191,-14,1,-0.048198198,-0.130254282,-0.175438596,78,-2506
0,1,3,5,6.02874743,4,0,-0.085348162,-0.053620955,0.08045977,65,-541
1,1,3,0,-10.39288158,13,4,-0.045614035,-0.003954803,-0.066666667,-19,122
1,1,3,-8,4.96646133,-3,2,-0.01923077,-0.145645646,-0.104166667,43,-226
1,1,3,-3,3.89322381,-8,2,0.061538462,-0.142857143,-0.25,26,-147
0,1,3,10,-1.42915811,-1,3,0.093266918,-0.015964523,0.022222223,-35,500
0,1,3,5,4.75564682,8,-1,-0.057407407,0.232371795,-0.174025974,61,-3360
1,1,3,-21,-5.71663245,-4,-2,0.045833333,-0.247311828,-0.112745098,23,-335
1,1,3,12,1.33059548,3,0,-0.074468085,-0.120370371,-0.333333333,77,-3433
1,1,3,13,-5.74948665,7,2,0.107769423,-0.075757576,-0.30952381,-54,1510
0,1,3,3,-2.52703627,11,3,0.055696203,0.196382429,0.038888889,-7,180
0,1,3,-11,-4.39972622,-1,1,0.038786482,0.172515856,0.185117967,3,-5
0,1,3,-10,1.21560575,-6,-2,0.102170963,0.185171386,0.118899734,-29,2987
1,1,3,3,-2.13004791,-7,2,-0.001041305,-0.280423281,-0.2525,-12,61
0,1,3,18,-7.19780972,19,-1,0.018815331,0.103636364,0.175480769,-18,1000
1,1,3,13,-4.11225188,1,2,-0.029032258,-0.162393162,-0.02173913,-10,55
1,1,3,-13,0.72279261,-2,1,0.064465614,-0.203174603,0.230392157,-28,505
1,1,3,-30,-4.26557153,-10,-3,-0.105539906,0.02760207,-0.006302521,-12,500
0,1,3,5,5.3963039,4,-2,0.151364764,0.035087719,0.010204082,-21,290
1,1,3,7,0.72279261,4,1,0.016129032,0.056680162,-0.362318841,2,-5
1,1,3,0,-4.03011636,4,3,0.03492516,-0.009523809,-0.282051282,19,-454
0,1,3,-31,-5.07323751,-12,0,0.036350677,0.080952381,0.225877193,139,-2841
1,1,3,15,6.25051335,3,-2,-0.0703657,-0.132678132,0.011904762,-96,531
0,1,3,23,3.17590691,18,-3,0.090873015,0.0430839,0.16576087,-42,2305
1,1,3,-5,8.02464066,-2,3,0.02826087,-0.224747475,-0.027777778,71,-659
0,1,3,-5,-1.80971937,0,0,-0.096727899,0.155225727,0.292397661,-51,378
1,1,3,-21,-2.52156057,-14,4,-0.152636751,-0.302083333,-0.028213166,124,-2802
0,1,3,8,6.03969884,-5,-2,0.022591645,0.059743954,0.197916667,-84,264
0,1,3,10,-5.86721423,11,11,-0.136063899,0.074725275,-0.203703704,27,-338
0,1,3,-3,8.66529774,-7,2,-0.17826484,0.115789474,0.105757932,-33,246
0,1,3,0,-4.96372348,-6,-1,0.097014925,0.085714286,0.061375662,35,-203
0,1,3,26,3.137577,19,0,0.201754386,0.112340426,-0.174384236,-113,2757
0,1,3,-20,-5.94387406,-1,-1,0.033939394,0.20625,0.149572649,-8,280
0,1,3,10,8.11225188,4,-2,-0.089439655,0.071895425,0.112121212,11,-19
0,1,3,-33,-1.58247775,-1,-3,0.106676343,-0.072008113,0.486111111,-35,765
0,1,3,-2,4.54757016,10,-2,0.065243902,0.156296296,-0.024038462,-28,510
1,1,3,0,3.37850787,0,2,0.038505747,-0.100284495,-0.22173913,-117,1048
0,1,3,13,-3.58110883,11,3,-0.253235653,0.26227209,-0.058823529,-77,380
0,1,3,13,2.84736482,0,2,-0.107619047,0.149624765,0.08245877,11,-180
0,1,3,3,4.64339494,2,-3,0.26031746,0.014705882,0.047745359,-11,175
0,1,3,10,-3.05270362,9,2,0.069988802,0.045007452,0.070454545,-140,259
0,2,3,-8,2.04243669,1,1,0.005726976,0.102040817,-0.105179704,-30,146
0,2,3,-2,2.71594798,-2,0,0.09384908,-0.011616955,-0.007843138,13,-91
1,2,3,0,-1.13073237,-6,3,0.004728132,-0.045295056,-0.057915057,6,-87
0,2,3,5,-6.70773443,2,2,0.02449292,-0.055555556,0.264855687,36,-311
1,2,3,-10,-6.62286106,-1,0,-0.131578947,-0.256684492,-0.369047619,-44,1189
0,1,3,-5,1.98220397,6,4,-0.114975568,0.050505051,-0.014245015,69,-5725
0,1,3,-13,-10.00136893,1,-5,-0.044083936,-0.009502924,0.00952381,63,-2520
0,1,3,10,-10.0807666,-8,-2,0.082898434,0.003278689,0.036890645,30,-290
0,1,3,23,4.13415469,29,-7,0.207436001,0.095715323,0.039872408,-35,2262
0,1,3,8,-8.89801506,13,3,0.004649418,-0.023237179,-0.185166749,70,-7570
1,1,3,5,-4.74195756,-4,-1,0.127764128,-0.073712737,0.121212122,-6,105
0,1,3,8,2.44763861,5,-8,0.151524983,0.192626728,0.233333333,-48,2390
0,1,3,-2,0.08487338,2,-7,0.182829889,0.233333333,0.389610389,-43,368
0,1,3,23,-15.04996578,9,4,-0.013395298,0.144894895,0.208695652,-142,6075
0,1,3,-5,1.2183436,-2,1,-0.103629976,0.025641026,0.276223776,-74,7594
1,1,3,-3,11.17864477,-7,2,-0.108494784,0.074744296,-0.275,-23,210
0,1,3,0,7.11019849,7,-2,0,0.095238095,0,-51,425
1,1,3,-23,-3.17590692,-15,6,-0.082070707,-0.110470275,-0.076923077,42,-2350
0,1,3,10,-4.34223135,12,-1,0.025101764,0.330303031,0.223602484,-46,329
0,1,3,-7,-3.17316906,3,-3,-0.033566433,0.09375,0.22173913,-71,497
1,1,3,23,1.83162217,6,-1,-0.208520485,-0.097849934,0.055384615,49,-747
0,1,3,8,8.77481177,10,7,-0.128301887,0.133333333,0.06,30,-265
1,1,3,-18,-3.80287474,-5,4,0.008194554,-0.273613194,-0.018429487,90,-1044
1,1,3,-10,1.2073922,-5,-2,-0.160714286,-0.02948403,-0.064593302,105,-1110
0,1,3,-5,2.15742642,3,-2,-0.051108968,0.058974359,0.43939394,45,-254
1,1,3,-2,3.86036961,-18,2,-0.004651163,-0.141025641,-0.042647059,-1,135
0,1,3,-3,2.26967831,7,-2,0.047985348,-0.044268775,0.19384058,-25,2900
1,1,3,18,0.64339494,2,4,-0.132284383,0.070628768,-0.165217391,59,-3395
0,1,3,-5,2.0752909,6,0,-0.040044494,0.138888889,0.251748251,13,-1535
1,1,3,0,-5.25667351,-4,-3,0.092572823,-0.176886792,-0.052747252,90,-217
1,1,3,-7,-2.18754278,-6,1,-0.154620157,-0.171666667,-0.014844804,24,-2895
1,1,3,0,12.07118412,2,-1,0.011659303,0.01037187,-0.12,-4,800
0,1,3,-11,-2.68583162,-12,-3,0.11416084,0.019967909,0.035897436,-6,1525
0,1,3,15,-2.87748118,3,1,-0.023913043,0.34987593,0.380952381,-20,580
1,1,3,23,14.51334702,2,2,-0.263644774,-0.032229966,-0.333333333,81,-3171
0,1,3,0,5.7357974,3,0,-0.127492877,-0.013047531,0.473145781,-111,7850
1,1,3,10,-3.59753593,-1,2,-0.055703624,-0.011824324,-0.105263157,-38,9795
1,1,3,-5,-1.37713894,-5,1,-0.052830189,-0.181609195,-0.3,72,-1115
1,1,3,-2,8.6844627,-2,2,-0.219981239,-0.315508021,-0.151315789,21,-2495
0,1,3,2,3.63586584,-4,-1,-0.045490196,0.228934817,0.035714286,-36,3470
1,1,3,-21,-5.0568104,-7,1,0.107156673,-0.256910569,-0.252100841,25,-2200
0,1,3,15,6.20396989,3,-2,-0.131352282,0.253839205,0.379807692,-24,6880
0,1,3,-15,11.52908966,-7,-1,-0.101041667,0.113661814,0.120320856,6,-45
0,1,3,5,0.7008898,3,-4,0.160333643,-0.048205489,0.115238095,-37,845
1,1,3,2,0.93634497,-1,3,-0.149642857,-0.082051282,-0.027927928,31,-458
0,1,3,8,-7.77549623,4,-2,0.097593583,0.251461989,0.1225,-47,5654
1,1,3,2,3.22245038,-8,-2,0.090087128,-0.089880578,-0.113445378,37,-1350
0,1,3,-5,-1.50034223,2,-2,0.015481548,-0.021139706,0.088159589,-45,3270
0,1,3,18,1.75222451,6,-1,-0.026229508,0.223809523,-0.035714286,-34,2085
1,1,3,0,-7.93429158,4,0,-0.0132626,-0.169642857,-0.188034188,81,-3960
1,1,3,-22,1.2238193,3,6,-0.009562841,-0.2,0.024615385,-92,1135
1,1,3,10,-7.41957563,-1,5,-0.19579895,-0.224264706,-0.334415584,5,-121
0,1,3,16,4.3394935,0,0,-0.054421769,0.166666667,0.210526315,37,-290
1,1,3,-20,-8.74195756,-16,1,0.074130297,-0.126923077,0.087385483,-40,327
0,1,3,-5,6.5817933,-4,1,-0.037037037,0.136029412,0.1125,-30,220
1,1,3,0,1.8863792,-2,-1,0.059970015,-0.308571429,-0.144927537,25,-215
1,1,3,-8,-5.15263519,-7,1,0.034640523,-0.20754717,0.169763514,60,-539
1,1,3,5,5.3963039,4,-1,-0.065714286,-0.016260162,-0.066091954,-38,320
1,1,3,-2,0.57768652,-2,1,0.174603174,-0.148529412,-0.239224138,33,-218
1,1,3,8,-3.99178645,-11,2,0.076903932,-0.010721248,-0.023519164,3,-15
0,1,3,2,-4.1724846,3,-1,0.074170461,0.301680672,-0.027777777,70,-560
1,1,3,21,-3.71526352,3,1,0.164420486,-0.41025641,-0.3,4,-1115
0,1,3,23,2.96783025,21,-1,0.090569106,0.011375042,-0.082417583,-16,1975
1,1,3,18,-4.77481177,1,2,-0.035238095,-0.204761905,-0.196078432,2,-485
1,1,3,5,0.89801506,4,1,-0.010393739,-0.069090909,0.101871101,-24,9480
0,1,3,-2,3.37303217,-5,-2,0.045454545,0.106918239,0.1,-82,10314
0,1,3,5,-0.89253936,-3,2,0.013609651,0.048611111,0.203809524,8,-375
0,1,3,18,2.72689938,14,1,0.055890227,0.160754717,-0.021212122,-77,2825
0,1,3,-5,-4.88432581,7,0,0.134559884,-0.063983488,0.174208144,-46,1060
1,1,3,-13,4.82409309,-12,-2,0.004743083,-0.106907895,-0.386554622,11,-205
0,1,3,18,2.86652977,12,1,-0.055639097,0.057692308,0.150641025,-34,3043
0,1,3,0,10.55441478,12,-2,0.070276974,0.114556417,0.133928571,-98,4024
0,1,3,-5,5.41820671,2,-1,0.011314655,0.087606838,0.236363636,-80,10311
0,1,3,7,-1.30869268,2,2,0.099340621,-0.025823265,0.071428571,44,-450
1,1,3,-3,3.8110883,0,1,0.066278865,-0.166328601,-0.115343916,428,-1493
1,1,3,-3,-6.1026694,-1,1,0.048256092,-0.007703081,-0.180555556,-56,605
1,1,3,5,4.5065024,1,-2,0.203389831,-0.128571429,-0.208924949,56,-1154
1,1,3,-5,2.12731006,-2,-2,0.07249803,-0.101604279,-0.142857143,-13,240
0,1,3,2,-0.50102669,-2,1,-0.009756098,-0.022222222,0.133333333,38,-3225
1,1,3,3,-0.73648187,8,2,-0.164820473,0.014857882,-0.07902439,-3,88
0,1,3,0,-9.65092403,1,-2,0.138536585,0.236467237,0.297619047,-65,665
1,1,3,-2,6.91854894,9,1,0.018528512,-0.005387931,-0.189898989,-66,599
0,1,3,3,3.00616016,4,8,-0.113591852,0.235055725,-0.048295455,30,-410
1,1,3,17,4.87063655,-6,-1,0.030303031,-0.286904762,0.066666667,68,-1033
1,1,3,23,-15.04996578,9,10,-0.080952381,0.124871355,-0.212903226,-152,6275
1,1,3,-5,1.2238193,-1,2,0.022961817,-0.133333333,-0.198544699,4,-21
1,1,3,10,-6.16016427,1,-1,0.095959596,-0.173796791,-0.071428571,-360,620
0,1,3,-5,2.74880219,-1,-2,0.306100218,0.011162791,0.265734265,13,-53
0,1,3,5,0.57768652,4,2,0.048788265,-0.002523129,0.12826087,-65,369
0,1,3,0,-4.49281314,2,-2,0.066123189,-0.004918033,0.214640199,-41,349
1,1,3,8,-7.63039015,5,2,-0.057992203,0.03573201,-0.096601073,-27,135
0,1,3,2,1.0513347,1,-7,0.106575964,0.052020202,0.092592593,-14,135
1,1,3,3,0.94729637,0,2,-0.098248494,-0.104928458,-0.231527093,-54,383
1,1,3,10,6.33812457,-2,2,-0.144547489,-0.255555556,-0.113712375,-38,230
0,1,3,-28,-6.90212183,-14,0,0.071428571,0.046605876,0.037267081,12,-57
1,1,3,23,-5.51403149,9,6,-0.126672613,-0.031746032,-0.136231884,-87,415
1,2,3,-18,3.29089664,-18,-5,0.060344828,-0.165816327,0.098617512,301,-688
1,2,3,3,-6.52703627,-5,0,0.107843137,-0.364221364,-0.483516483,-33,184
1,2,3,-10,4.34223135,-2,0,0.000974659,-0.17992278,-0.136842105,44,-228
1,2,3,2,-2.72963724,4,2,-0.265965256,-0.025510204,-0.002688172,-131,431
0,2,3,13,-0.1779603,7,-5,0.107929235,0.018867925,-0.058441559,-6,21
1,2,3,25,13.18822724,8,4,0.00080289,-0.070967742,-0.368055556,-30,164
0,2,3,16,-3.2881588,6,2,-0.143356644,0.15952381,0.142857143,-1,6
0,2,3,8,-4.05749487,0,-1,-0.120797011,0.045026881,0.173809524,-47,260
0,2,3,-3,-1.0732375,1,0,0.200757576,0.275303643,0.011111111,43,-583
0,2,3,8,1.85900068,4,-1,-0.133333334,0.360795455,-0.162337662,19,-181
1,2,3,-2,2.27241615,7,-2,-0.148332412,-0.005087209,0.019607843,-29,313
0,2,3,10,-10.61738535,10,2,0.042564655,0.077327327,0.138047138,-101,5469
1,2,3,-15,-0.1943874,1,-4,0.168983957,0.06712963,-0.172746331,-1,2
0,2,3,5,-3.20876112,7,2,-0.106003039,0.096774194,0.14,-3,43
0,2,3,-10,4.69815195,0,-2,0.088330109,-0.014178113,0.083594566,-4,36
0,2,3,-2,3.10198494,-1,-1,0.014102564,-0.033618985,0.315217391,-30,935
1,2,3,7,0.97193703,-1,1,0.214915254,-0.18597561,-0.149572649,-16,6840
0,2,3,0,3.95345654,3,-1,0.005848854,0.117816092,0.020645161,-33,7520
1,2,3,5,-3.17864477,-1,0,0.154940712,-0.190476191,-0.056980057,-43,3815
1,2,3,20,-9.908282,6,4,0.05796371,-0.083333333,-0.267942583,-15,4155
1,2,3,3,-4.95003422,2,1,-0.070954907,-0.1325,-0.091168092,26,-7425
1,2,3,-10,3.59753594,2,-6,-0.056846315,-0.023835616,-0.027350427,39,-9980
1,2,3,5,4.14784395,0,3,-0.062661499,-0.193094629,-0.331578947,45,-3825
0,2,3,17,0.43805613,2,-4,0.061171469,-0.023056654,0.315555556,27,-815
0,2,3,10,-1.21560575,5,1,-0.124801272,0.147286821,-0.019354839,43,-3252
0,2,3,-13,-1.63175907,1,-5,0.147707979,-0.169444444,0.336309524,24,-1810
1,2,3,-2,-1.86447639,0,-3,-0.020744681,-0.251552795,-0.26625387,20,-7045
1,2,3,5,0.8678987,6,2,-0.249837346,-0.037422038,-0.125,-1,30
0,2,3,0,1.23477071,1,0,-0.016081872,0.178658537,-0.040178571,-24,219
1,2,3,5,6.4421629,-2,-2,-0.05625,-0.071428571,-0.053030303,23,-193
0,2,3,0,-7.33744011,5,-4,-0.074563723,0.145510836,0.159937888,11,-207
0,2,3,-2,8.90896646,6,0,0.074576271,0.220779221,0.03714565,5,-90
0,2,3,0,1.16632443,-3,-1,0.07932608,0.065705129,0.189655172,-17,585
0,2,3,0,-7.25256673,4,-5,-0.018201754,0.112029764,0.258928571,3,-3410
1,2,3,0,3.2991102,-2,3,0.027068662,-0.088888889,-0.135011441,23,-3300
0,2,3,10,-4.16974675,-2,-4,0.078052361,0.07973422,0.035555556,-153,7730
0,2,3,-11,-1.02395619,-3,-1,0.281917536,-0.042319749,0.305246423,-18,382
0,2,3,-3,0.94729637,-3,-2,0.052197802,0.114270093,0.044642857,-61,7235
1,2,3,10,-11.89596167,-2,1,0.041666667,-0.15,-0.3,-123,920
1,2,3,-15,1.04859685,0,7,-0.254735793,-0.057017544,-0.121212122,20,-3190
1,2,3,-8,-2.17659137,-12,-8,0.106948286,-0.169117647,0.121212121,-17,307
1,2,3,0,7.49897331,-3,2,-0.066666666,-0.010084033,-0.193050193,-6,125
1,2,3,5,-3.42505133,-3,-5,-0.018627451,-0.051838724,0.088016968,17,-152
0,2,3,-15,5.38809035,0,-2,0.014252697,0.315942029,0.197044335,59,-261
0,2,3,0,-1.13073237,-1,-3,0.071364047,0.043099273,0.135011441,-22,428
0,2,3,0,-2.15195072,-3,0,0.294375,0.111218569,-0.042016806,-56,525
1,2,3,3,0.94729637,2,2,-0.069280344,-0.268762678,-0.488888889,-56,392
1,2,3,-8,2.46954141,2,2,-0.098181818,-0.074660633,-0.071428571,197,-784
1,2,3,18,-2.74058863,-2,2,0.014995484,0.045995671,-0.068627451,-62,2088
1,2,3,0,2.6091718,5,1,-0.084698436,0.057692307,0.003831418,67,-1275
0,2,3,-3,0.71184121,1,5,0.046859169,-0.000373274,-0.108108109,207,-911
0,2,3,0,-3.95893224,2,-3,-0.007616707,0.185941043,0.113684211,-80,529
1,2,3,12,-3.26078029,-3,-2,0.113888889,-0.15026455,-0.094594595,3,-31
1,2,3,5,8.0164271,1,0,-0.10830353,-0.034920635,-0.164102564,-43,289
1,2,3,22,6.88021903,2,0,-0.159539473,-0.100651891,0.02111437,50,-718
1,2,3,22,1.68925394,0,0,-0.225672878,-0.232263514,0.10625,26,-503
0,2,3,-3,3.3155373,0,-2,-0.091964846,0.181467181,0.078431373,13,-118
1,2,3,10,-3.35386722,-3,1,-0.014270613,-0.259259259,-0.272058824,26,-241
0,2,3,8,3.1266256,0,4,-0.270770325,0.168552036,-0.013289036,39,-665
1,2,3,0,-4.41067762,-8,-3,0.136535076,-0.072102426,-0.183566433,-4,80
0,2,3,-2,2.08898015,0,-2,-0.043067074,0.086666667,0.108108108,-5,190
1,2,3,26,3.27446954,4,1,-0.091237709,0.107226108,-0.174174174,20,-467
0,2,3,0,-0.862423,-3,-4,0.046854943,-0.036702128,0.237301587,-18,178
0,2,3,-5,-2.73511294,-2,-4,0.017894737,0.1575,0.568376068,-69,829
1,2,3,12,-0.3504449,-1,0,-0.160140269,-0.160714286,-0.049773756,27,-270
0,2,3,3,6.28610541,1,-1,0.092592592,0.102597402,-0.081318681,-4,6075
1,2,3,0,12.07118412,-2,2,0.019064465,-0.016496465,-0.085057471,-2,505
0,2,3,2,-1.18275154,-3,-2,0.14017094,0.247252748,0.593301435,-32,6535
0,2,3,0,-0.27104723,1,1,-0.006791171,0.166666666,0.044444444,-46,10190
1,2,3,8,-5.06502396,3,5,-0.011904762,-0.071768708,-0.2,15,-3670
1,2,3,-7,6.28062971,-6,1,0.104608051,-0.147043433,-0.15,7,-2245
0,2,3,5,4.75564682,8,0,-0.020899591,0.060233918,0.326923077,27,-2550
1,2,3,-18,-5.50855579,-3,-1,-0.070512821,-0.317837838,0.028571429,-22,515
1,2,3,0,-4.85968515,-6,1,0.170588235,-0.099206349,-0.25,36,-4485
1,2,3,5,-2.0588638,0,0,-0.037641723,-0.263257576,-0.206730769,36,-1875
1,2,3,-23,15.04996577,-4,-3,-0.012244898,-0.248148148,-0.081871345,140,-5165
1,2,3,2,-5.13620808,0,-1,-0.012987013,-0.082857143,0.081481481,-8,240
1,2,3,0,-0.92813142,-6,3,0.097951025,-0.070913462,-0.185714286,38,-325
1,2,3,-8,-0.78302533,0,-3,0.14821861,-0.116197183,0.112592593,50,-1997
0,2,3,3,-2.52703628,3,0,0.41025641,0.193627451,0.607142857,-49,1145
1,2,3,5,-0.5284052,-3,3,-0.082739726,-0.068181818,-0.017241379,11,-90
1,2,3,2,-0.75017112,0,2,0.071711793,-0.184210526,-0.041129032,19,-198
0,2,3,-8,6.03422313,-4,3,-0.034848034,-0.077060932,0.064533922,123,-1280
1,2,3,5,-5.97125257,-1,2,0.177777778,-0.080213903,-0.457800511,7,-192
0,2,3,-5,4.1943874,6,-1,0.092334494,0.092941176,0.180645161,10,-110
0,2,3,-3,0.96646133,-7,-1,-0.022727273,0.131944445,0.319444444,1,-4170
1,2,3,-18,-5.23750855,-2,1,-0.031565657,-0.032307692,0.015686274,23,-10675
0,2,3,-10,1.34154688,-6,2,0.001329081,-0.042643923,0.232263514,-8,8970
1,2,3,8,2.6310746,0,1,0.027358491,-0.076923077,-0.216666667,-18,2420
0,2,3,-3,-2.54893908,2,-4,0.0410691,0.226685796,0.166666667,-36,6745
1,2,3,-10,3.59753594,0,-3,-0.005847953,-0.279314888,-0.152380952,55,-11220
1,2,3,0,-5.724846,0,2,0.051597051,-0.425,-0.333333333,16,-6040
0,2,3,35,2.20396989,4,0,-0.227272727,0.15,0.333333333,-14,1685
0,2,3,-18,-4.58042436,-1,-3,-0.04013567,-0.009803921,0.384920635,-64,805
1,2,3,0,-7.64134155,-1,0,-0.011397558,-0.071490845,-0.308333333,69,-5053
1,2,3,-3,-9.80150581,-1,-2,-0.006186941,-0.03076923,0.012091038,-34,3645
1,2,3,3,-0.6954141,-1,3,-0.09754738,-0.24,-0.476190476,40,-6905
0,2,3,-5,1.19917865,4,1,0.099099099,0.007936508,0.006944444,28,-480
0,2,3,-20,-5.69472964,-4,4,-0.047204739,0.147000659,0.103535354,-6,95
0,2,3,-5,-1.37713895,-2,-2,-0.014530358,0.121527778,0.505050505,72,-1330
1,2,3,10,2.09993156,2,-1,-0.142080745,0.012768817,-0.036190476,80,-2297
0,2,3,-7,-4.1451061,2,-2,0.053676471,0.056737588,0.261083743,-45,860
0,2,3,3,-0.65434634,3,-3,0.13003663,0.056969697,-0.038823529,3,-65
1,2,3,-8,6.54072553,-10,2,-0.054828151,-0.22202381,0.016129032,79,-3514
1,2,3,-2,2.71594798,0,-5,-0.007055683,-0.050556586,0.047407407,7,-26
1,2,3,-8,8.63791923,-5,-3,-0.2,-0.238095239,0.007936508,75,-3488
0,2,3,3,1.19917865,2,-2,0.169165581,0.163006757,0.133333334,21,-131
0,2,3,-11,-7.14579056,-5,0,0.139784946,-0.027067669,0.049516908,30,-509
0,2,3,-5,5.06228611,-2,-4,0.029337305,0.080018501,0.063795853,221,-500
0,2,3,2,0.61054073,-4,-3,0.023047375,-0.115,0.238095239,37,-344
1,2,3,3,1.87542779,-1,1,-0.142434211,-0.071384804,0.096057347,-2,24
0,2,3,5,0.44900753,-5,0,-0.004938272,0.132275133,0.027777778,42,-361
0,2,3,-16,-10.66392882,-2,-1,0.256096605,-0.114606742,0.144179894,-51,326
1,2,3,3,6.85284052,8,2,0.016769866,-0.01822753,-0.03,67,-1292
1,2,3,0,-1.229295,2,3,-0.048242449,-0.057171768,-0.085714285,-17,203
1,2,3,-16,3.34839152,-1,0,0.13178066,-0.127272727,-0.17352614,-1,25
0,2,3,8,5.20191649,6,0,-0.254262416,0.172807017,-0.111742424,52,-683
1,2,3,-3,3.38945928,-1,0,-0.044168097,-0.259907834,-0.149572649,38,-267
0,2,3,0,-4.09308693,-1,-1,0.013415892,0.158035714,0.28229665,2,-12
0,2,5,-10,1.02669404,-1,-1,-0.106661983,0.286692224,0.160243407,-78,723
0,2,5,-12,-3.25256674,6,0,-0.012280701,0.143048129,-0.051923077,-59,2035
0,2,5,2,-7.33744011,-1,-5,0.130819672,0.093283582,0.232954545,-61,315
1,2,5,5,-1.69472964,2,1,-0.070987654,-0.152173913,-0.254945055,44,-885
0,2,5,15,-7.84941821,17,9,0.13846944,0.111280359,-0.190789474,-51,3485
1,2,5,-13,-6.51882272,2,4,-0.095475977,-0.002798135,-0.176360225,53,-692
1,2,5,5,6.22587269,-6,4,-0.003178679,-0.100670142,-0.079545455,-63,368
1,2,5,-7,1.54140999,-3,-7,0.037849522,-0.13133591,0.201934236,-4,72
0,2,5,2,-8.37782341,2,2,-0.029213483,0.225140056,0.072192514,-161,1113
0,2,5,20,2.55989049,21,6,0.119722122,-0.041751759,-0.117931034,-14,69
1,2,5,-8,6.89664613,-9,-4,-0.073227236,-0.115068839,0.007909604,257,-882
0,2,5,-12,3.4715948,-3,-2,0.106218957,0.033718331,0.063018243,-13,114
1,2,5,-3,-4.24366872,3,2,-0.05379722,-0.145635459,-0.143058162,39,-205
0,2,5,3,-2.28336756,5,0,-0.013513514,0.191304348,0.299261084,-13,110
0,2,5,3,1.44284737,5,5,-0.096091889,0.262023217,0.009837963,-45,501
0,2,5,-5,1.17727584,4,1,-0.114907333,0.217958271,0.086206897,-63,555
1,2,5,12,0.46269679,-9,1,0.067756456,-0.440789474,-0.091454273,44,-591
0,2,5,-12,3.36755647,-3,-1,0.069731082,-0.05849306,0.230392157,-63,2054
0,2,5,10,1.82614647,0,4,0.095046854,0.107407407,0.031609195,-31,989
1,2,5,-5,-4.62149213,5,-4,-0.034074946,0.042813456,-0.057473875,-29,502
1,2,5,10,2.62833675,-2,0,-0.112360971,-0.051077788,0.095476456,-33,1713
0,2,5,12,1.73305955,-4,1,-0.122847011,0.001818182,0.268025079,198,-713
0,2,5,18,5.25667351,11,4,-0.074429446,0.172348485,-0.091653027,48,-985
1,2,5,10,4.70088981,7,0,-0.077420547,-0.026870007,-0.075335397,75,-3190
1,2,5,-8,-1.85900068,-10,-10,0.169204738,-0.074159241,-0.070564803,5,-115
0,2,5,-5,0.89253935,11,0,-0.104003791,0.068978659,0.08312655,-9,1095
0,2,5,18,-6.80629706,18,11,-0.086348047,0.109846548,-0.147556845,-30,3134
1,2,5,-5,7.6714579,-2,3,0.012707057,-0.134647887,-0.119047619,43,-3702
0,2,5,-5,6.13278576,10,1,-0.179563492,0.078756313,0.063440861,-18,368
1,2,5,2,5.31143053,-20,-3,-0.008411748,-0.082585034,-0.14919011,184,-588
1,2,5,-8,-2.17659138,-15,-1,0.13876549,-0.10689437,-0.06415397,19,-308
0,2,5,22,4.5119781,2,4,-0.016666667,0.150793651,0.176190476,-27,6620
0,2,5,20,-9.908282,12,7,0.055060636,0.002794716,0.047696477,-7,1575
0,2,5,-8,-7.00616016,-1,-5,-0.017949929,0.128787878,0.196447231,-13,2720
1,2,5,3,-5.76591376,-4,4,-0.154187192,-0.207565012,-0.219461698,65,-5180
1,2,5,18,0.64339494,5,9,-0.111628484,0.037823372,-0.094131098,31,-2692
0,2,5,-10,9.9137577,-9,-4,-0.050941306,0.144827586,0.169975186,-4,7995
0,2,5,2,3.63586585,-3,-5,-0.02994623,0.059781586,0.116300941,-25,4585
0,2,5,7,3.57289528,1,2,-0.005092049,0.315555556,0.026315789,-5,4085
0,2,5,-3,-6.2861054,-2,0,-0.060137261,0.026425287,0.109683795,3,-7670
0,2,5,0,-4.81861739,0,0,0.226783969,0.062373738,0.167763158,-1,1995
0,2,5,0,7.25256673,-4,-1,0.040196883,0.152644231,0.142857143,-2,3260
0,3,3,20,2.43942505,0,-4,0.222222223,-0.044736842,0.046315789,11,-224
1,3,3,-2,-1.52224504,-7,2,-0.096367679,-0.064327485,-0.177489177,5,-125
1,3,3,25,-0.27652293,-7,0,-0.018939394,-0.083333333,-0.055555556,12,-227
