Result,surface,winner_ht,winner_age,loser_ht,loser_age,best_of,w_ace,w_df,%w_FSrv,%w_FSrvWon,%w_2ndWon,%l_FSrv,%l_FSrvWon,%l_2ndWon,l_ace,l_df,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1,1,185,37.54962355,178,35.36208077,3,7,3,0.71641791,0.791666667,0.578947368,0.561797753,0.62,0.564102564,1,4,7,4100,31,1205
0,1,185,25.49760438,185,37.5687885,3,1,3,0.690721649,0.701492537,0.6,0.702380952,0.711864407,0.48,3,2,8,3800,4,4600
1,1,185,25.49760438,196,28.183436,3,5,2,0.759615385,0.82278481,0.6,0.645454545,0.802816901,0.564102564,17,5,8,3800,14,2275
1,1,193,32.50376454,178,35.38124572,3,4,2,0.65,0.769230769,0.714285714,0.673913043,0.419354839,0.333333333,1,1,19,1740,39,1160
1,1,185,25.49760438,208,40.0109514,3,4,0,0.872340426,0.853658537,0.833333333,0.608695652,0.821428571,0.5,6,2,8,3800,89,629
1,1,185,32.75017112,185,27.01437372,3,7,0,0.557692308,0.689655172,0.826086957,0.685185185,0.702702703,0.352941176,4,0,2,8365,113,515
0,1,178,35.38124572,188,31.78370979,3,3,1,0.71641791,0.6875,0.526315789,0.660714286,0.675675676,0.421052632,2,3,39,1160,1,10955
1,1,193,32.50376454,188,31.1266256,3,5,4,0.6,0.733333333,0.55,0.547169811,0.551724138,0.25,0,5,19,1740,91,625
1,1,185,25.49760438,183,34.18206708,3,2,0,0.634615385,0.727272727,0.526315789,0.414634146,0.411764706,0.375,0,2,8,3800,29,1305
1,1,185,37.5687885,183,33.93292266,3,4,0,0.68,0.823529412,0.75,0.725490196,0.594594595,0.714285714,8,1,4,4600,40,1130
1,1,206,33.85352498,185,28.79671458,3,7,0,0.638297872,0.866666667,0.823529412,0.745454545,0.609756098,0.571428571,0,1,9,3405,34,1205
1,1,185,32.75017112,170,26.54620123,3,3,1,0.627906977,0.814814815,0.6875,0.759259259,0.56097561,0.307692308,0,3,2,8365,26,1485
0,1,178,35.38124572,193,23.85215606,3,3,1,0.633333333,0.815789474,0.590909091,0.734375,0.70212766,0.470588235,10,2,39,1160,33,1205
1,1,193,32.50376454,188,31.80287474,3,5,4,0.698795181,0.706896552,0.52,0.538461538,0.755102041,0.404761905,2,8,19,1740,56,895
1,1,183,34.18206708,185,35.11841205,3,7,2,0.669642857,0.666666667,0.594594595,0.52,0.584615385,0.566666667,6,5,29,1305,60,847
1,1,198,21.86995209,190,29.64544832,3,5,1,0.529411765,0.777777778,0.5625,0.431818182,0.526315789,0.44,1,3,3,6595,50,941
1,1,196,28.183436,198,31.40588638,3,18,7,0.46835443,0.810810811,0.642857143,0.558441558,0.720930233,0.529411765,10,5,14,2275,51,925
1,1,178,29.17727584,183,30.67761807,3,3,2,0.633663366,0.640625,0.540540541,0.618181818,0.661764706,0.452380952,1,4,7,4190,52,920
1,1,198,30.42847365,180,28.67624914,3,7,1,0.573770492,0.771428571,0.5,0.6,0.547619048,0.535714286,1,2,11,3095,45,1010
1,1,185,37.5687885,185,29.63449692,3,2,6,0.551724138,0.8125,0.576923077,0.538461538,0.642857143,0.388888889,6,6,4,4600,85,640
0,1,185,27.01437372,163,28.23819302,3,1,0,0.583333333,0.685714286,0.36,0.573770492,0.485714286,0.384615385,4,6,113,515,21,1650
1,1,178,35.38124572,188,27.96167009,3,3,0,0.744186047,0.8125,0.727272727,0.548387097,0.588235294,0.392857143,2,5,39,1160,44,1039
0,1,188,31.1266256,172,26.7871321,3,1,2,0.612244898,0.666666667,0.526315789,0.666666667,0.5,0.315789474,1,2,91,625,54,915
0,1,208,40.0109514,188,31.26899384,3,18,7,0.537634409,0.8,0.488372093,0.611764706,0.673076923,0.575757576,2,8,89,629,49,956
1,1,185,35.11841205,190,28.53661875,3,1,2,0.62962963,0.823529412,0.55,0.666666667,0.6875,0.4375,5,1,60,847,90,627
1,1,190,29.64544832,190,31.53182752,3,5,4,0.543478261,0.88,0.666666667,0.603448276,0.571428571,0.52173913,3,3,50,941,75,726
1,1,183,33.93292266,175,28.78028747,3,8,0,0.588888889,0.830188679,0.486486486,0.623529412,0.622641509,0.65625,1,1,40,1130,100,591
0,1,185,29.63449692,190,35.03080082,3,1,4,0.585714286,0.682926829,0.482758621,0.52,0.666666667,0.416666667,5,3,85,640,47,960
1,1,190,31.90965092,188,32.48733744,3,8,1,0.53968254,0.823529412,0.551724138,0.714285714,0.675,0.3125,6,2,68,780,101,562
1,1,188,37.45106092,196,33.45927447,3,15,2,0.581632653,0.807017544,0.487804878,0.658536585,0.796296296,0.464285714,4,4,78,700,81,685
0,1,185,27.01437372,183,31.18685832,3,5,1,0.660377358,0.742857143,0.555555556,0.586206897,0.441176471,0.583333333,2,2,113,515,43,1075
1,1,185,37.60711841,206,33.89185489,3,6,1,0.571428571,1,0.8,0.735849057,0.58974359,0.5,9,2,5,4600,9,3485
1,1,206,33.89185489,183,30.92402464,3,24,1,0.743902439,0.786885246,0.571428571,0.653333333,0.775510204,0.653846154,3,2,9,3485,25,1510
1,1,185,37.60711841,203,32.83230664,3,3,2,0.595238095,0.8,0.529411765,0.56,0.595238095,0.333333333,4,4,5,4600,7,4115
0,1,183,30.92402464,188,31.8220397,3,1,3,0.585106383,0.709090909,0.384615385,0.574712644,0.64,0.486486486,5,4,25,1510,1,10990
1,1,188,31.8220397,190,28.44900753,3,3,3,0.688311688,0.773584906,0.5,0.642857143,0.666666667,0.4,8,5,1,10990,83,676
0,1,183,30.92402464,178,31.816564,3,0,4,0.603773585,0.6875,0.523809524,0.590163934,0.638888889,0.32,3,2,25,1510,17,1885
1,1,206,33.89185489,188,31.16495551,3,16,2,0.694444444,0.84,0.545454545,0.638554217,0.679245283,0.566666667,2,1,9,3485,86,660
1,1,185,27.06365503,190,31.94798084,3,14,4,0.662337662,0.725490196,0.615384615,0.527777778,0.789473684,0.441176471,7,4,19,1865,65,805
1,1,193,23.89048597,180,28.71457906,3,12,2,0.690909091,0.763157895,0.529411765,0.695652174,0.65625,0.142857143,0,0,33,1215,44,1010
1,1,203,32.83230664,185,29.96577687,3,13,1,0.628571429,0.75,0.692307692,0.684210526,0.692307692,0.541666667,1,0,7,4115,41,1072
1,1,185,37.60711841,185,27.05270363,3,14,1,0.728813559,0.744186047,0.5625,0.658536585,0.62962963,0.428571429,2,3,5,4600,103,576
1,1,188,31.8220397,193,26.40383299,3,11,3,0.620689655,0.805555556,0.636363636,0.609375,0.717948718,0.4,9,4,1,10990,81,679
0,1,190,28.44900753,183,29.75770021,3,5,5,0.656862745,0.656716418,0.571428571,0.557522124,0.682539683,0.5,3,3,83,676,39,1126
1,1,183,30.92402464,180,34.73511294,3,2,2,0.557377049,0.735294118,0.62962963,0.623655914,0.568965517,0.514285714,2,3,25,1510,453,17
0,1,188,31.16495551,185,25.06228611,3,4,2,0.56043956,0.68627451,0.625,0.608695652,0.678571429,0.444444444,3,3,86,660,30,1265
1,1,185,27.06365503,190,31.57015743,3,5,3,0.508474576,0.7,0.620689655,0.711864407,0.571428571,0.411764706,6,1,19,1865,75,711
0,1,188,32.09308693,183,34.22039699,3,3,4,0.62962963,0.647058824,0.5,0.70212766,0.545454545,0.357142857,1,2,40,1100,27,1340
0,1,180,28.71457906,178,29.21560575,3,1,2,0.6,0.577777778,0.633333333,0.609756098,0.6,0.5,3,1,44,1010,6,4235
0,1,185,29.96577687,188,29.229295,3,4,2,0.632352941,0.790697674,0.64,0.467532468,0.805555556,0.56097561,12,4,41,1072,38,1160
1,1,188,27.8384668,188,37.48939083,3,5,0,0.658536585,0.851851852,0.714285714,0.52,0.615384615,0.416666667,4,2,29,1300,94,635
0,1,185,27.05270363,183,33.97125257,3,2,2,0.568627451,0.724137931,0.545454545,0.587155963,0.71875,0.355555556,11,3,103,576,37,1175
0,1,188,31.84120465,185,28.83504449,3,8,10,0.567567568,0.80952381,0.40625,0.68115942,0.574468085,0.454545455,4,2,62,830,32,1240
1,1,163,28.27652293,180,33.14715948,3,7,2,0.636363636,0.761904762,0.333333333,0.666666667,0.475,0.4,1,1,20,1685,88,652
0,1,175,36.95824778,198,21.908282,3,0,2,0.630952381,0.566037736,0.612903226,0.55,0.690909091,0.4,9,12,155,355,3,6630
1,1,190,28.44900753,185,29.67282683,3,4,4,0.490196078,0.8,0.576923077,0.513157895,0.666666667,0.378378378,3,6,83,676,87,655
0,1,180,34.73511294,190,28.57494867,3,5,7,0.515151515,0.764705882,0.5,0.611111111,0.590909091,0.428571429,6,6,453,17,93,637
0,1,188,31.16495551,193,28.41615332,3,2,0,0.796296296,0.651162791,0.727272727,0.490196078,0.64,0.461538462,3,2,86,660,73,713
1,1,190,31.94798084,185,31.37029432,3,8,4,0.640625,0.756097561,0.47826087,0.591836735,0.75862069,0.35,4,2,65,805,130,436
1,1,180,28.71457906,180,33.2073922,3,7,1,0.729166667,0.7,0.730769231,0.663043478,0.704918033,0.516129032,5,3,44,1010,85,661
0,1,188,37.48939083,196,29.85900068,3,9,7,0.601851852,0.738461538,0.558139535,0.543859649,0.774193548,0.461538462,14,9,94,635,67,770
1,1,183,30.71594798,181,29.66461328,3,5,1,0.555555556,0.711111111,0.555555556,0.448979592,0.659090909,0.462962963,4,8,55,900,69,765
0,1,185,27.05270363,188,28,3,3,0,0.637931034,0.810810811,0.714285714,0.53968254,0.705882353,0.482758621,3,2,103,576,49,959
0,1,175,28.81861739,185,35.15674196,3,3,1,0.754716981,0.7,0.461538462,0.610169492,0.444444444,0.347826087,1,3,97,622,59,852
0,1,180,33.14715948,208,40.04928131,3,0,4,0.671428571,0.808510638,0.608695652,0.6,0.761904762,0.571428571,14,4,88,652,76,709
0,1,175,36.95824778,198,31.44421629,3,0,0,0.736842105,0.80952381,0.266666667,0.610169492,0.777777778,0.130434783,9,6,155,355,68,770
1,2,198,31.50171116,180,34.7926078,3,23,6,0.583333333,0.897959184,0.514285714,0.643678161,0.732142857,0.612903226,5,1,71,735,372,47
0,2,190,32.98836413,193,26.46132786,3,5,1,0.617647059,0.904761905,0.769230769,0.725490196,0.540540541,0.285714286,0,1,112,520,79,704
1,2,198,31.50171116,188,35.84394251,3,6,1,0.648148148,0.828571429,0.736842105,0.649122807,0.648648649,0.6,4,1,71,735,115,507
0,2,188,31.36208077,190,28.63244353,3,2,1,0.803278689,0.775510204,0.583333333,0.537313433,0.75,0.580645161,6,3,224,217,93,648
1,2,193,26.46132786,180,26.63928816,3,11,3,0.654320988,0.698113208,0.464285714,0.546391753,0.679245283,0.522727273,4,8,79,704,85,683
0,2,183,26.91854894,208,40.10677618,3,3,1,0.659574468,0.870967742,0.8125,0.660377358,0.8,0.444444444,11,5,107,545,77,709
1,2,196,29.91649555,180,33.20465435,3,8,3,0.538461538,0.892857143,0.5,0.681818182,0.733333333,0.357142857,2,1,69,763,70,757
1,2,196,29.91649555,188,33.97399042,3,5,4,0.424657534,0.774193548,0.523809524,0.545454545,0.729166667,0.35,5,5,69,763,116,503
0,2,180,33.20465435,183,34.27789185,3,2,1,0.791666667,0.736842105,0.4,0.590909091,0.461538462,0.388888889,1,1,70,757,27,1340
0,2,196,29.91649555,188,28.05749487,3,7,2,0.533333333,0.90625,0.428571429,0.666666667,0.545454545,0.590909091,3,3,69,763,50,944
0,2,180,33.20465435,178,35.4770705,3,1,2,0.790123457,0.65625,0.647058824,0.641791045,0.651162791,0.666666667,8,0,70,757,41,1070
1,2,198,21.96577687,188,32.58316222,3,13,2,0.620689655,0.861111111,0.545454545,0.578125,0.783783784,0.407407407,3,0,3,6040,104,571
0,2,196,29.91649555,181,29.72210815,3,4,8,0.376470588,0.5625,0.528301887,0.545454545,0.62962963,0.355555556,5,4,69,763,68,765
1,2,190,32.0054757,185,35.21423682,3,9,3,0.553571429,0.870967742,0.64,0.659574468,0.774193548,0.5,2,1,62,825,65,782
1,2,180,33.20465435,190,28.5065024,3,4,5,0.64893617,0.68852459,0.393939394,0.560606061,0.702702703,0.310344828,4,7,70,757,74,721
1,2,178,31.89322382,180,28.79123888,3,0,2,0.630769231,0.56097561,0.75,0.616666667,0.594594595,0.434782609,1,3,18,1885,48,950
0,2,178,31.89322382,185,32.86516085,3,1,1,0.48,0.625,0.538461538,0.694915254,0.43902439,0.388888889,0,2,18,1885,2,8725
1,2,185,32.86516085,185,28.91170431,3,4,3,0.657534247,0.583333333,0.44,0.651685393,0.465517241,0.419354839,1,4,2,8725,35,1205
0,2,180,28.79123888,185,25.61259411,3,1,2,0.608695652,0.666666667,0.518518519,0.763636364,0.476190476,0.461538462,0,2,48,950,5,4765
0,2,178,31.89322382,198,21.98494182,3,0,0,0.64516129,0.75,0.636363636,0.703125,0.666666667,0.368421053,6,4,18,1885,3,6040
1,2,185,32.86516085,188,27.91512663,3,1,3,0.551724138,0.8125,0.461538462,0.480769231,0.68,0.37037037,3,4,2,8725,28,1300
1,2,188,31.89869952,178,35.49623546,3,1,8,0.618644068,0.643835616,0.488888889,0.561797753,0.62,0.461538462,3,2,1,11070,40,1090
1,2,185,25.61259411,190,29.76043806,3,4,1,0.534883721,0.869565217,0.7,0.472222222,0.676470588,0.368421053,4,4,5,4765,50,940
0,2,180,28.79123888,163,28.35318275,3,2,1,0.630136986,0.673913043,0.555555556,0.568965517,0.696969697,0.24,0,5,48,950,21,1765
0,2,188,28.07665982,178,29.29226557,3,7,2,0.581081081,0.813953488,0.580645161,0.705882353,0.666666667,0.6,2,1,49,948,6,4200
0,2,185,28.91170431,198,30.54346338,3,5,2,0.631578947,0.541666667,0.607142857,0.483870968,0.711111111,0.270833333,4,7,35,1205,11,3015
1,2,185,32.86516085,183,31.00068446,3,0,3,0.595744681,0.642857143,0.736842105,0.575,0.391304348,0.470588235,0,0,2,8725,22,1680
0,2,183,31.30184805,188,32.16974675,3,0,0,0.698113208,0.72972973,0.6875,0.448275862,0.692307692,0.5625,6,2,42,1025,41,1055
1,2,190,29.76043806,190,28.52566735,3,2,3,0.539473684,0.853658537,0.428571429,0.555555556,0.675,0.46875,1,3,50,940,74,721
1,2,180,28.79123888,185,35.23340178,3,4,2,0.65625,0.738095238,0.636363636,0.6,0.666666667,0.583333333,2,0,48,950,71,757
0,2,188,28.07665982,188,35.41409993,3,7,1,0.548387097,0.882352941,0.464285714,0.62295082,0.736842105,0.304347826,2,5,49,948,38,1155
0,2,183,34.04791239,185,25.13894593,3,7,3,0.474576271,0.857142857,0.612903226,0.4,0.636363636,0.575757576,1,3,36,1185,31,1275
1,2,183,31.00068446,183,29.83436003,3,1,2,0.702702703,0.711538462,0.5,0.623376623,0.645833333,0.310344828,4,3,22,1680,39,1095
0,2,185,25.63175907,185,32.8843258,3,5,0,0.719298246,0.756097561,0.6875,0.7375,0.644067797,0.428571429,1,5,5,4675,2,8085
1,2,185,25.63175907,185,28.93086927,3,5,0,0.676056338,0.666666667,0.608695652,0.703125,0.577777778,0.473684211,3,3,5,4675,28,1375
1,2,185,32.8843258,175,37.05407255,3,0,1,0.704918033,0.651162791,0.555555556,0.626865672,0.571428571,0.52,2,5,2,8085,155,355
1,2,185,28.93086927,196,29.95482546,3,1,0,0.721311475,0.681818182,0.764705882,0.439393939,0.724137931,0.459459459,4,1,28,1375,46,993
1,2,185,32.8843258,188,31.93702943,3,1,2,0.648351648,0.694915254,0.6875,0.596153846,0.580645161,0.642857143,4,4,2,8085,63,850
0,2,175,37.05407255,185,25.15811088,3,2,3,0.583333333,0.75,0.55,0.625,0.6,0.25,0,4,155,355,32,1275
1,2,185,25.63175907,170,26.68035592,3,0,0,0.813559322,0.583333333,0.454545455,0.558823529,0.526315789,0.333333333,0,7,5,4675,25,1485
0,2,196,29.95482546,188,27.77823409,3,13,12,0.552845528,0.794117647,0.363636364,0.659793814,0.625,0.484848485,1,4,46,993,29,1300
0,2,188,27.93429158,188,35.43326489,3,6,5,0.714285714,0.657142857,0.571428571,0.647619048,0.647058824,0.378378378,3,7,43,1030,37,1155
1,2,188,31.93702943,193,28.5119781,3,7,6,0.616666667,0.756756757,0.52173913,0.598039216,0.704918033,0.609756098,4,1,63,850,80,698
0,2,175,37.05407255,190,31.6659822,3,1,2,0.522727273,0.782608696,0.714285714,0.508474576,0.466666667,0.517241379,1,4,155,355,96,616
1,2,185,28.93086927,185,30.06160164,3,7,1,0.719512195,0.728813559,0.608695652,0.648148148,0.685714286,0.473684211,8,4,28,1375,50,947
1,2,188,35.43326489,188,37.58521561,3,2,3,0.734375,0.70212766,0.529411765,0.44,0.590909091,0.571428571,5,3,37,1155,93,630
0,2,185,27.14852841,188,28.09582478,3,0,0,0.763157895,0.827586207,0.888888889,0.693877551,0.558823529,0.4,2,2,105,576,49,968
1,2,188,28.09582478,180,30.56536619,3,4,3,0.618181818,0.882352941,0.571428571,0.52,0.807692308,0.5,6,5,49,968,246,184
0,2,180,33.30321697,198,30.56262834,3,13,7,0.57037037,0.662337662,0.5,0.585365854,0.708333333,0.431372549,11,9,73,757,11,2845
1,2,185,27.15947981,185,29.76865161,3,0,3,0.658227848,0.634615385,0.444444444,0.573529412,0.692307692,0.448275862,5,4,18,1930,85,655
0,2,180,30.56536619,183,29.85352498,3,3,8,0.606382979,0.701754386,0.432432432,0.55952381,0.70212766,0.540540541,2,3,246,184,39,1095
1,2,188,28.09582478,188,32.05475702,3,5,1,0.654545455,0.777777778,0.473684211,0.662162162,0.591836735,0.36,3,4,49,968,129,439
1,2,181,29.76043806,193,26.49965777,3,7,4,0.486111111,0.742857143,0.594594595,0.6,0.592592593,0.5,4,2,74,755,77,724
0,2,185,27.14852841,190,35.16495551,3,6,4,0.642201835,0.685714286,0.564102564,0.533898305,0.650793651,0.4,7,4,105,576,62,865
1,2,163,28.39151266,185,35.27173169,3,1,4,0.677083333,0.676923077,0.451612903,0.51754386,0.576271186,0.472727273,3,4,25,1450,75,732
1,2,163,28.39151266,185,30.0807666,3,1,2,0.761904762,0.71875,0.3,0.536231884,0.486486486,0.40625,1,2,25,1450,51,947
0,2,185,35.27173169,188,31.95619439,3,2,1,0.593220339,0.857142857,0.666666667,0.685185185,0.675675676,0.588235294,2,3,75,732,62,850
1,2,183,29.87268994,193,26.51882272,3,5,0,0.627906977,0.851851852,0.625,0.613636364,0.592592593,0.352941176,2,1,50,965,76,724
0,2,188,31.95619439,180,28.82956879,3,2,7,0.441558442,0.764705882,0.558139535,0.712328767,0.596153846,0.571428571,2,3,62,850,23,1515
0,2,188,32.20807666,188,27.79739904,3,10,5,0.546391753,0.679245283,0.568181818,0.682926829,0.607142857,0.384615385,2,2,42,1040,38,1120
1,2,183,31.03901437,185,28.95003422,3,2,1,0.53164557,0.666666667,0.459459459,0.574712644,0.58,0.351351351,2,3,21,1635,26,1445
1,2,170,26.69952088,196,29.97399042,3,0,4,0.604395604,0.636363636,0.444444444,0.513157895,0.743589744,0.27027027,4,5,24,1485,44,1018
1,2,190,29.79876797,190,30.66119097,3,2,1,0.573170732,0.638297872,0.542857143,0.526315789,0.675,0.305555556,5,5,60,885,78,707
1,2,185,28.95003422,190,31.68514716,3,1,0,0.657894737,0.72,0.846153846,0.64,0.5625,0.277777778,3,4,26,1445,95,616
1,2,178,35.53456537,190,35.18412047,3,4,1,0.711864407,0.785714286,0.588235294,0.551724138,0.625,0.538461538,3,1,41,1045,68,775
1,2,188,31.95619439,185,25.67008898,3,3,1,0.611111111,0.745454545,0.457142857,0.518518519,0.642857143,0.538461538,2,2,1,11160,5,5085
0,2,185,25.67008898,185,37.7412731,3,8,1,0.697916667,0.805970149,0.551724138,0.716981132,0.789473684,0.466666667,6,3,5,5085,3,5590
1,2,185,32.92265572,183,34.10540726,3,0,0,0.717948718,0.785714286,0.909090909,0.577777778,0.538461538,0.315789474,3,2,2,7765,34,1230
1,2,188,31.95619439,188,32.22724162,3,4,2,0.677419355,0.833333333,0.6,0.684210526,0.666666667,0.555555556,3,1,1,11160,47,970
1,2,185,37.7412731,193,32.67624914,3,4,2,0.583333333,0.755102041,0.6,0.571428571,0.683333333,0.4,7,7,3,5590,18,1920
1,2,185,25.67008898,178,31.95071869,3,6,0,0.661016949,0.820512821,0.75,0.765625,0.673469388,0.6,0,1,5,5085,12,2840
0,2,183,34.10540726,178,29.34976044,3,9,1,0.612903226,0.815789474,0.75,0.633802817,0.755555556,0.423076923,1,1,34,1230,7,3780
0,2,188,32.22724162,170,26.71868583,3,3,2,0.711538462,0.837837838,0.4,0.641025641,0.52,0.428571429,0,1,47,970,25,1485
1,2,185,37.7412731,185,32.88158795,3,7,1,0.529411765,0.777777778,0.666666667,0.7,0.678571429,0.416666667,1,2,3,5590,39,1105
1,2,178,31.95071869,183,29.89185489,3,0,0,0.711111111,0.6875,0.769230769,0.673469388,0.424242424,0.5625,0,0,12,2840,48,965
1,2,198,22.04243669,175,37.09240246,3,4,5,0.612244898,0.766666667,0.526315789,0.6,0.518518519,0.444444444,0,2,4,5565,144,400
0,2,183,34.10540726,185,28.96919918,3,2,2,0.649350649,0.74,0.518518519,0.636363636,0.657142857,0.6,2,1,34,1230,26,1470
1,2,188,32.22724162,188,31.2991102,3,10,2,0.597701149,0.711538462,0.685714286,0.695652174,0.640625,0.5,4,5,47,970,85,645
1,2,198,30.60095825,190,29.81793292,3,8,6,0.576271186,0.75,0.48,0.724489796,0.633802817,0.592592593,8,3,11,2845,61,848
1,2,193,32.67624914,190,35.20328542,3,4,0,0.871794872,0.735294118,1,0.461538462,0.541666667,0.392857143,1,0,18,1920,67,775
1,2,183,29.89185489,188,29.36344969,3,6,1,0.602739726,0.818181818,0.517241379,0.52,0.75,0.5,3,4,48,965,59,875
1,2,183,30.85010267,185,30.09993155,3,3,1,0.587628866,0.684210526,0.525,0.659340659,0.5,0.483870968,3,3,56,915,75,717
0,2,175,37.09240246,183,31.05817933,3,2,4,0.558558559,0.64516129,0.551020408,0.593406593,0.722222222,0.486486486,6,1,144,400,21,1680
1,2,183,34.10540726,188,28.13415469,3,3,2,0.488888889,0.727272727,0.869565217,0.666666667,0.647058824,0.411764706,2,4,34,1230,41,1038
0,2,178,35.55373032,183,31.35934292,3,6,0,0.714285714,0.74,0.6,0.62195122,0.647058824,0.419354839,0,1,50,940,40,1050
0,2,185,32.94182067,188,31.97535934,3,0,0,0.727272727,0.729166667,0.611111111,0.75,0.597222222,0.291666667,7,1,2,7945,1,12115
1,2,188,31.97535934,170,26.73785079,3,2,1,0.656565657,0.692307692,0.617647059,0.625,0.66,0.633333333,0,2,1,12115,24,1440
1,2,188,31.97535934,198,30.63381246,3,6,3,0.676767677,0.671641791,0.71875,0.675438596,0.714285714,0.486486486,12,1,1,12115,9,3145
0,2,170,26.73785079,178,29.36892539,3,2,1,0.622641509,0.666666667,0.55,0.65,0.58974359,0.333333333,2,2,24,1440,6,3860
1,2,185,32.94182067,188,35.49075975,3,2,1,0.694915254,0.756097561,0.388888889,0.653846154,0.529411765,0.222222222,0,5,2,7945,38,1200
1,2,188,31.97535934,178,35.57289528,3,2,3,0.611111111,0.757575758,0.619047619,0.605263158,0.47826087,0.466666667,2,0,1,12115,56,895
1,2,185,32.94182067,185,27.21697467,3,1,1,0.675675676,0.8,0.75,0.727272727,0.375,0.416666667,1,3,2,7945,18,1905
1,2,198,30.63381246,163,28.42984257,3,7,2,0.5,0.8,0.6,0.727272727,0.65,0.266666667,3,2,9,3145,23,1460
1,2,170,26.73785079,188,31.31827515,3,1,1,0.517241379,0.666666667,0.607142857,0.557377049,0.676470588,0.222222222,2,4,24,1440,88,635
1,2,185,37.76043806,185,30.11909651,3,3,1,0.563636364,0.774193548,0.708333333,0.552238806,0.702702703,0.4,2,1,3,5770,72,717
0,2,188,35.49075975,185,25.68925394,3,6,4,0.637254902,0.692307692,0.540540541,0.631067961,0.661538462,0.552631579,5,2,38,1200,4,4845
1,2,185,32.94182067,188,32.24640657,3,1,1,0.641025641,0.68,0.857142857,0.543478261,0.44,0.380952381,0,4,2,7945,42,1040
0,2,178,35.57289528,183,34.37371663,3,8,2,0.666666667,0.722222222,0.444444444,0.567567568,0.714285714,0.4375,4,1,56,895,28,1375
1,2,163,28.42984257,183,34.12457221,3,3,5,0.506849315,0.756756757,0.527777778,0.554054054,0.609756098,0.424242424,7,1,23,1460,29,1365
0,2,188,31.31827515,193,32.6954141,3,1,0,0.765957447,0.777777778,0.727272727,0.780487805,0.65625,0.222222222,3,2,88,635,16,1965
1,2,178,31.96988364,188,34.0698152,3,1,2,0.695652174,0.729166667,0.476190476,0.553571429,0.741935484,0.44,3,1,12,2920,92,623
1,2,183,31.07734428,190,35.22245038,3,3,2,0.691176471,0.723404255,0.571428571,0.6375,0.666666667,0.310344828,1,4,20,1645,65,785
0,2,188,32.24640657,185,32.90075291,3,5,1,0.725274725,0.696969697,0.52,0.595238095,0.64,0.558823529,2,4,42,1040,39,1105
1,2,198,22.0807666,190,28.62149213,3,15,6,0.670212766,0.80952381,0.483870968,0.615384615,0.5875,0.5,5,8,5,4155,84,641
1,2,190,28.62149213,188,31.33744011,3,2,5,0.644736842,0.755102041,0.592592593,0.637681159,0.704545455,0.64,2,0,84,641,91,615
1,2,198,22.0807666,190,30.71868583,3,6,6,0.7,0.80952381,0.277777778,0.5,0.571428571,0.285714286,1,3,5,4155,80,667
0,2,188,31.33744011,185,30.13826146,3,3,1,0.711538462,0.756756757,0.466666667,0.542372881,0.59375,0.333333333,1,3,91,615,70,746
0,2,172,26.99794661,183,34.14373717,3,0,1,0.752688172,0.657142857,0.52173913,0.612903226,0.684210526,0.472222222,5,1,57,856,27,1365
0,2,180,34.90759754,185,29.84531143,3,2,0,0.582278481,0.760869565,0.484848485,0.552941176,0.680851064,0.421052632,4,4,317,95,96,595
0,2,190,28.62149213,188,28.0109514,3,5,2,0.727272727,0.625,0.428571429,0.704225352,0.74,0.19047619,9,5,84,641,47,985
0,2,185,30.13826146,188,32.01368925,3,7,2,0.673684211,0.796875,0.548387097,0.53125,0.725490196,0.644444444,6,3,70,746,68,770
0,2,188,31.33744011,183,30.88843258,3,1,3,0.6,0.703703704,0.527777778,0.604938272,0.571428571,0.5,6,3,91,615,49,976
1,2,172,26.99794661,188,37.66187543,3,4,3,0.760683761,0.685393258,0.607142857,0.504587156,0.8,0.462962963,6,4,57,856,108,530
1,2,185,27.23613963,188,34.08898015,3,1,2,0.632352941,0.720930233,0.48,0.649122807,0.702702703,0.45,9,4,18,1925,85,633
0,2,188,29.4017796,188,28.1724846,3,6,1,0.662921348,0.728813559,0.633333333,0.614678899,0.671641791,0.547619048,8,4,59,850,42,1053
0,2,196,30.03148528,180,33.3798768,3,4,6,0.41509434,0.727272727,0.483870968,0.546875,0.6,0.310344828,3,6,51,938,50,963
0,2,188,34.08898015,180,28.88706366,3,7,2,0.535211268,0.789473684,0.575757576,0.789473684,0.616666667,0.6875,1,2,85,633,33,1316
1,2,183,29.9301848,180,33.31964408,3,2,0,0.704545455,0.774193548,0.538461538,0.660377358,0.514285714,0.388888889,1,0,55,875,93,608
0,2,188,28.1724846,188,32.26557153,3,6,1,0.62745098,0.84375,0.736842105,0.614035088,0.685714286,0.454545455,7,2,42,1053,40,1065
1,2,183,34.41204654,193,33.3853525,5,3,1,0.602739726,0.840909091,0.689655172,0.709401709,0.554216867,0.529411765,4,2,33,1235,111,512
1,2,178,32.00821355,190,35.26078029,5,10,2,0.566666667,0.779411765,0.423076923,0.578947368,0.636363636,0.475,4,2,12,2785,71,750
1,2,190,28.64065708,188,35.97809719,5,2,2,0.68,0.75,0.6875,0.549180328,0.656716418,0.454545455,3,7,75,731,136,416
1,2,183,31.1156742,188,29.42094456,5,1,1,0.638888889,0.804347826,0.769230769,0.567901235,0.652173913,0.514285714,3,2,21,1690,65,805
