Result,surface,winner_ht,winner_age,loser_ht,loser_age,best_of,w_ace,w_df,%w_FSrv,%w_FSrvWon,%w_2ndWon,%l_FSrv,%l_FSrvWon,%l_2ndWon,l_ace,l_df,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1,1,188,28.25735797,183,30.33264887,3,5,1,0.775862069,0.733333333,0.615384615,0.5,0.685714286,0.428571429,4,1,35,1252,52,1016
0,1,185,27.64681725,178,32.41067762,3,5,1,0.678571429,0.815789474,0.555555556,0.507692308,0.818181818,0.3125,7,3,46,1068,12,2370
1,1,183,31.51813826,185,33.34154689,3,8,1,0.676470588,0.847826087,0.636363636,0.666666667,0.678571429,0.5,6,1,10,2575,64,890
1,1,185,38.20123203,185,30.26694045,3,12,2,0.647058824,0.818181818,0.388888889,0.7,0.5,0.333333333,1,1,3,6950,112,500
1,1,183,34.56536619,180,33.80150582,3,10,0,0.607843137,0.903225806,0.7,0.5,0.76,0.56,2,1,17,1820,45,1102
0,1,175,29.33333333,180,33.7412731,3,2,2,0.557692308,0.724137931,0.565217391,0.586956522,0.481481481,0.368421053,0,3,70,809,60,955
1,1,163,28.87063655,198,31.06091718,3,11,4,0.673469388,0.878787879,0.5,0.509433962,0.777777778,0.423076923,4,4,13,2280,23,1545
1,1,183,31.51813826,193,29.01026694,3,2,4,0.707692308,0.804347826,0.473684211,0.582278481,0.760869565,0.393939394,16,3,10,2575,82,664
1,1,185,26.13004791,170,27.17864476,3,9,1,0.62195122,0.764705882,0.419354839,0.715789474,0.647058824,0.407407407,0,3,5,5085,15,1950
0,1,170,27.17864476,193,33.13620808,3,0,0,0.740740741,0.75,0.642857143,0.692307692,0.583333333,0.375,3,3,15,1950,14,2260
1,1,185,26.13004791,188,28.27652293,3,4,2,0.416666667,0.8,0.714285714,0.857142857,0.333333333,0.333333333,1,0,5,5085,34,1330
1,1,193,33.13620808,181,30.2587269,3,6,4,0.666666667,0.805555556,0.611111111,0.517857143,0.551724138,0.407407407,2,3,14,2260,72,795
1,1,185,26.13004791,188,35.93155373,3,3,2,0.711864407,0.904761905,0.764705882,0.58974359,0.717391304,0.5,5,2,5,5085,40,1160
1,1,188,28.27652293,183,31.81930185,3,4,0,0.78021978,0.690140845,0.6,0.606382979,0.596491228,0.675675676,5,1,34,1330,57,971
0,1,181,30.2587269,183,34.81451061,3,22,3,0.588235294,0.8,0.457142857,0.487179487,0.684210526,0.55,6,5,72,795,50,1035
1,1,170,27.17864476,198,32.03832991,3,2,6,0.643478261,0.716216216,0.658536585,0.647482014,0.755555556,0.367346939,23,3,15,1950,47,1065
1,1,185,26.13004791,188,34.51060917,3,7,3,0.611940299,0.804878049,0.615384615,0.592105263,0.644444444,0.612903226,8,2,5,5085,36,1230
0,1,188,35.93155373,185,27.65776865,3,6,0,0.671052632,0.784313725,0.6,0.532258065,0.727272727,0.448275862,4,4,40,1160,26,1485
1,1,188,28.43258042,172,27.41957563,3,6,3,0.507692308,0.787878788,0.4375,0.577464789,0.463414634,0.433333333,0,3,29,1432,92,604
0,1,181,30.2587269,185,29.42915811,3,14,3,0.58,0.965517241,0.619047619,0.631578947,0.6875,0.464285714,7,1,72,795,20,1620
1,1,183,34.81451061,188,38.08350445,3,3,0,0.508196721,0.709677419,0.633333333,0.650793651,0.682926829,0.318181818,5,3,50,1035,59,958
1,1,170,27.17864476,188,28.59411362,3,2,0,0.676470588,0.717391304,0.545454545,0.582278481,0.673913043,0.424242424,7,4,15,1950,66,845
0,1,198,32.03832991,183,31.3100616,3,12,6,0.602941176,0.829268293,0.481481481,0.569230769,0.702702703,0.464285714,8,1,47,1065,44,1111
1,1,188,32.43531828,188,28.45174538,3,5,4,0.64516129,0.85,0.636363636,0.666666667,0.8,0.65,7,1,1,9545,27,1477
1,1,185,33.4017796,188,34.52977413,3,7,1,0.689655172,0.925,0.444444444,0.622641509,0.878787879,0.25,8,2,2,9225,35,1230
0,1,188,28.45174538,185,26.14921287,3,2,1,0.666666667,0.875,0.625,0.679245283,0.638888889,0.470588235,3,0,27,1477,5,5495
1,1,185,33.4017796,183,34.58453114,3,4,1,0.629032258,0.769230769,0.608695652,0.62745098,0.75,0.578947368,7,0,2,9225,16,1910
0,1,188,28.45174538,163,28.88980151,3,8,2,0.677966102,0.8,0.578947368,0.559322034,0.696969697,0.461538462,2,1,27,1477,14,2325
1,1,185,26.14921287,196,28.83504449,3,4,2,0.705882353,0.761904762,0.457142857,0.646464646,0.84375,0.542857143,30,7,5,5495,32,1350
1,1,198,22.52156057,188,35.95071869,3,9,1,0.789473684,0.866666667,0.875,0.58,0.586206897,0.476190476,3,3,6,4335,49,1025
1,1,193,33.15537303,196,30.47227926,3,7,2,0.782608696,0.722222222,0.666666667,0.52,0.769230769,0.5,1,2,13,2350,23,1528
1,1,183,34.58453114,198,31.08008214,3,10,2,0.637362637,0.775862069,0.515151515,0.578947368,0.818181818,0.46875,11,4,16,1910,24,1500
1,1,185,33.4017796,183,31.32922656,3,8,0,0.704918033,0.76744186,0.777777778,0.75,0.719298246,0.315789474,13,1,2,9225,43,1111
0,1,188,32.7063655,198,32.05749487,3,15,2,0.623853211,0.808823529,0.414634146,0.685185185,0.77027027,0.382352941,22,6,65,885,47,1065
1,1,196,30.47227926,172,27.43874059,3,8,8,0.511363636,0.844444444,0.372093023,0.796875,0.607843137,0.615384615,1,0,23,1528,91,609
1,1,185,26.18754278,198,22.55989049,3,6,2,0.591549296,0.80952381,0.586206897,0.757575758,0.68,0.5,8,4,5,5025,7,2945
0,1,198,22.55989049,185,33.44010951,3,11,2,0.693877551,0.882352941,0.466666667,0.616666667,0.621621622,0.434782609,5,0,7,2945,1,9585
0,1,185,38.2587269,188,32.47364819,3,12,2,0.734693878,0.805555556,0.692307692,0.741935484,0.565217391,0.4375,2,3,3,6190,2,8945
0,1,185,26.18754278,188,32.47364819,3,6,4,0.568,0.676056338,0.518518519,0.623655914,0.724137931,0.485714286,9,3,5,5025,2,8945
0,1,185,26.18754278,185,38.2587269,3,1,1,0.62962963,0.647058824,0.633333333,0.691176471,0.70212766,0.476190476,5,0,5,5025,3,6190
0,1,185,27.72347707,188,34.58726899,3,5,1,0.710144928,0.857142857,0.65,0.636363636,0.785714286,0.375,18,4,40,1148,29,1410
1,1,188,32.49281314,196,30.52977413,3,3,2,0.622641509,0.757575758,0.7,0.627118644,0.675675676,0.363636364,6,5,2,9145,24,1538
1,1,185,27.72347707,173,31.16495551,3,5,0,0.659574468,0.838709677,0.625,0.596774194,0.567567568,0.44,3,1,40,1148,104,561
0,1,178,36.09034908,185,29.50581793,3,6,1,0.655172414,0.736842105,0.533333333,0.675675676,0.72,0.583333333,1,2,79,665,25,1530
1,1,193,24.56125941,178,35.68240931,3,22,3,0.724137931,1,0.5,0.527777778,0.894736842,0.470588235,4,1,30,1395,158,332
1,1,178,35.68240931,188,31.97535934,3,5,2,0.739130435,0.882352941,0.5,0.666666667,0.611111111,0.388888889,0,2,158,332,277,151
0,1,190,32.61875428,175,29.48939083,3,13,2,0.591304348,0.691176471,0.553191489,0.628571429,0.727272727,0.538461538,9,3,163,316,42,1124
0,1,193,29.40451745,178,32.48733744,3,9,3,0.551282051,0.813953488,0.514285714,0.623376623,0.770833333,0.482758621,3,5,150,360,12,2290
1,1,185,29.50581793,188,28.35318275,3,11,0,0.621621622,0.811594203,0.404761905,0.714285714,0.714285714,0.535714286,1,3,25,1530,27,1422
1,1,185,33.45927447,170,27.25530459,3,8,0,0.605263158,0.956521739,0.666666667,0.642857143,0.592592593,0.333333333,0,2,1,9985,14,2125
0,1,193,29.40451745,183,30.42847365,3,15,4,0.625,0.85,0.5,0.626865672,0.738095238,0.48,1,0,150,360,48,1026
1,1,185,33.45927447,175,29.48939083,3,9,0,0.630434783,0.827586207,0.647058824,0.728813559,0.558139535,0.3125,4,2,1,9985,42,1124
1,1,183,29.62354552,172,26.69130732,3,4,1,0.545454545,0.7,0.6,0.5,0.458333333,0.375,2,1,36,1108,52,905
1,1,190,31.81382615,196,33.51403149,3,7,0,0.652173913,0.9,0.625,0.592592593,0.5625,0.590909091,1,3,54,895,140,399
1,1,183,31.09103354,180,30.67214237,3,2,1,0.75,0.777777778,0.777777778,0.724137931,0.476190476,0.375,3,1,55,890,101,560
0,1,183,31.09103354,185,29.83162218,3,1,0,0.717391304,0.696969697,0.692307692,0.558823529,0.552631579,0.366666667,3,3,55,890,39,1062
1,1,185,26.91854894,188,32.39151266,3,3,1,0.660377358,0.742857143,0.722222222,0.659574468,0.774193548,0.25,3,1,72,710,105,542
0,1,188,32.39151266,180,28.58042437,3,4,2,0.559322034,0.818181818,0.538461538,0.578125,0.675675676,0.37037037,3,1,105,542,42,1010
